SaleID,CustomerID,WineDesignation,Quantity,SaleAmount,SaleDate
3722,549,Sikélios,4,360.94,2023-08-16
3723,464,Vigna Broglio,2,308.59,2023-05-29
3724,1527,Barrel Selection Cuvée,4,393.62,2023-07-24
3725,1234,Crimson,5,447.08,2024-05-18
3726,3770,Domaine et Tradition Machtum Hohfels,4,347.43,2023-09-09
3727,1228,Private Reserve Selection,1,291.94,2023-03-14
3728,1824,Cellar Reserve Reserve,5,360.59,2023-09-13
3729,823,Grand Reserve Reserve,3,473.24,2023-11-24
3730,3472,Basarin,1,371.36,2023-10-27
3731,2984,Le Domaine Saget,1,408.3,2023-08-17
3732,2113,Old Vine Reserve,1,416.02,2022-09-04
3733,1700,Artisan Series Estate,5,612.36,2023-05-10
3734,4186,Master Selection,2,514.67,2022-07-10
3735,4764,Barrel Selection Estate,3,402.45,2023-09-14
3736,1726,Wild Horse Peak Mountain Vineyard Lone Boulder Ridge,1,380.91,2023-07-15
3737,763,Private Reserve Selection,2,463.76,2024-01-21
3738,1642,Heritage Collection Selection,3,601.93,2024-02-02
3739,2444,Grand Reserve,1,485.93,2022-11-18
3740,1389,Limited Edition Selection,2,445.65,2023-09-12
3741,2324,Vintage Collection Estate,4,531.57,2023-12-22
3742,1521,Heritage Collection Selection,3,542.36,2022-09-15
3743,3129,Noble Reserve Reserve,3,344.29,2024-03-01
3744,3546,Master Selection Estate,1,447.02,2022-07-20
3745,3683,Château Selection,5,356.36,2023-01-18
3746,24,Grand Cru Cuvée,2,558.92,2023-11-13
3747,2173,Grand Reserve Cuvée,4,576.68,2023-11-15
3748,2229,Family Estate Cuvée,4,501.38,2023-02-26
3749,2638,Vintage Collection,1,337.98,2023-01-02
3750,3999,Artisan Series Reserve,1,604.76,2023-10-08
3751,4540,Château Selection Cuvée,1,571.07,2024-01-31
3752,3466,Estate Reserve Cuvée,5,454.88,2024-05-31
3753,2331,Estate Reserve Selection,1,521.76,2022-08-07
3754,3590,Heritage Collection,1,554.03,2024-05-04
3755,719,Single Vineyard Cuvée,4,380.42,2022-11-16
3756,2578,Noble Reserve Estate,1,453.21,2023-08-17
3757,3073,Château Selection Reserve,1,407.85,2024-04-13
3758,2230,Private Reserve Cuvée,5,485.76,2023-08-11
3759,4648,Single Vineyard Cuvée,2,279.59,2023-04-09
3760,2045,Family Estate Selection,5,416.31,2024-03-30
3761,2391,Barrel Selection Cuvée,5,385.93,2024-03-21
3762,2964,Private Reserve Estate,1,387.19,2023-09-13
3763,1238,Grand Reserve Reserve,4,661.64,2023-01-10
3764,565,Wachtberg Reserve,3,287.49,2024-03-03
3765,2056,Old Vine,5,497.46,2023-04-21
3766,1240,Special Cuvée Estate,4,368.05,2022-12-12
3767,245,Reserve Selection Reserve,4,336.57,2023-06-15
3768,2528,Family Estate Estate,1,458.95,2023-10-06
3769,2730,Prestige Collection,3,544.0,2024-02-09
3770,3108,Barrel Selection,5,589.27,2023-12-06
3771,4331,Classic Reserve Selection,5,391.27,2024-01-29
3772,2783,Master Selection Selection,1,609.4,2023-04-24
3773,3360,Chronology,5,303.98,2024-05-29
3774,1135,Grand Reserve Reserve,5,374.89,2023-09-23
3775,2533,Limited Edition,3,571.09,2022-11-05
3776,812,Signature Series Estate,5,477.07,2023-03-06
3777,1148,Grand Reserve Estate,1,430.85,2023-04-06
3778,3654,Vintage Collection,5,552.28,2023-06-04
3779,4455,Reserve Selection,4,344.75,2022-10-06
3780,267,Signature Series Cuvée,4,346.67,2023-03-24
3781,4333,Prestige Collection,4,411.03,2023-06-09
3782,3812,Signature Series Estate,4,606.94,2022-12-16
3783,1948,Le Chai des Platanes,4,363.23,2023-10-21
3784,1258,Barrel Selection,2,506.38,2023-09-28
3785,4604,Grand Reserve Reserve,3,418.96,2022-11-09
3786,3030,Robbins Vineyard,2,338.49,2022-11-17
3787,782,Limited Edition Reserve,4,490.82,2024-02-21
3788,4651,Fess Parker Vineyards,2,419.31,2022-11-05
3789,73,Limited Edition Cuvée,2,386.04,2022-07-17
3790,2599,Family Estate Reserve,1,517.92,2023-09-08
3791,1377,Grand Reserve Selection,2,349.24,2023-12-16
3792,4142,Single Vineyard Selection,3,565.44,2022-10-13
3793,3871,Founders Reserve Cuvée,1,719.44,2022-07-28
3794,2885,Angela,2,383.3,2023-08-31
3795,371,Grand Reserve Cuvée,3,608.64,2023-09-28
3796,4624,Château Selection Selection,3,379.89,2023-07-21
3797,4446,Grand Cru Reserve,1,451.73,2022-09-28
3798,532,Vintage Collection Selection,4,659.49,2023-06-30
3799,3352,Sous la Roche,4,318.34,2023-11-27
3800,2374,Single Vineyard,1,418.85,2023-09-30
3801,3536,Brut Val d'Oca,5,406.92,2023-01-26
3802,2802,Reserve Selection Cuvée,4,725.15,2023-06-08
3803,1372,Reserve Selection Reserve,1,446.2,2024-02-10
3804,2436,Noble Reserve Estate,4,447.31,2022-10-11
3805,3329,Vintage Collection Selection,4,337.14,2023-03-22
3806,1946,Les Murettes,1,339.32,2022-11-14
3807,3688,Single Vineyard Cuvée,4,424.09,2024-03-13
3808,2555,Noble Reserve Cuvée,1,572.83,2024-03-18
3809,4267,Private Reserve Reserve,1,501.39,2023-12-03
3810,3149,Old Vine Estate,1,300.35,2023-11-27
3811,3791,Assemblage,3,350.22,2022-09-19
3812,3505,Thirty Six,4,366.77,2024-05-28
3813,262,Reserve Selection Cuvée,5,550.46,2022-07-31
3814,1432,Grand Cru Cuvée,5,486.62,2024-05-05
3815,3852,Grand Reserve,1,472.2,2022-09-25
3816,902,Special Cuvée,4,413.27,2023-10-26
3817,1378,Premium Blend Estate,5,401.34,2022-12-03
3818,4180,Estate Reserve Selection,1,532.86,2023-10-30
3819,2354,Barrel Selection Cuvée,1,485.77,2023-12-07
3820,2647,Single Vineyard Estate,5,317.35,2022-12-19
3821,955,Grand Reserve Cuvée,1,646.08,2022-08-05
3822,2671,Grand Cru Estate,5,678.58,2024-05-04
3823,199,Suacci Vineyard,4,391.0,2023-05-16
3824,629,Special Cuvée Estate,4,536.27,2022-10-02
3825,3185,Château Selection,4,622.61,2022-10-23
3826,314,Prestige Collection Reserve,5,523.67,2023-05-23
3827,559,Reserve Selection Estate,1,390.02,2024-01-03
3828,1649,Heritage Collection Estate,5,511.67,2023-07-04
3829,193,Reserve Selection,3,321.38,2024-05-26
3830,2094,Premium Blend Reserve,5,415.59,2022-12-27
3831,693,Cellar Reserve Estate,4,611.75,2022-08-24
3832,3286,Premium Blend Cuvée,2,583.04,2022-07-09
3833,2483,Signature Series,1,675.09,2022-11-25
3834,4526,Private Reserve Estate,5,436.79,2023-05-10
3835,1987,Estate Reserve,5,426.85,2024-04-23
3836,1252,Private Reserve Reserve,5,479.06,2023-12-29
3837,2250,Prestige Collection Estate,1,497.8,2024-05-02
3838,3271,Grand Cru,1,604.16,2024-01-16
3839,403,Grand Cru Reserve,4,581.05,2023-09-14
3840,3853,Family Estate Reserve,5,442.85,2023-02-19
3841,2605,Icon Wine,1,349.66,2023-08-29
3842,3329,Silistria,2,360.39,2023-05-12
3843,2704,Barrel Selection,1,609.55,2022-09-02
3844,4971,Barrel Selection Estate,2,490.5,2023-03-05
3845,4066,Rétro,5,396.7,2024-04-16
3846,772,Classic Reserve Selection,3,484.09,2024-03-15
3847,613,Artisan Series Estate,4,391.68,2023-08-21
3848,2778,Vintage Collection Reserve,3,558.51,2023-11-07
3849,3299,Reserve Selection Cuvée,1,406.19,2023-08-02
3850,169,L'Hospitalitas La Clape,2,330.23,2023-09-22
3851,742,Premium Blend Reserve,2,485.35,2022-07-18
3852,4536,Limited Edition Selection,1,647.8,2023-05-23
3853,4527,Estate Reserve Estate,5,479.52,2023-01-16
3854,244,Vintage Collection Selection,5,437.56,2023-12-07
3855,4861,Grand Reserve Selection,2,436.93,2023-12-07
3856,602,Vintage Collection,4,430.97,2023-03-06
3857,273,Angelica,4,384.33,2023-08-05
3858,2675,Single Vineyard Cuvée,3,413.98,2022-07-13
3859,1356,Lot #19,3,446.81,2024-05-14
3860,2520,Barrel Selection,1,399.9,2023-03-21
3861,465,Family Estate Reserve,4,466.67,2023-10-31
3862,3611,Grand Reserve,4,550.0,2024-03-14
3863,3565,Founders Reserve Selection,5,427.69,2023-12-05
3864,4847,Barrel Selection Cuvée,3,413.88,2023-11-24
3865,4410,Signature Series Selection,2,485.1,2023-06-08
3866,4005,Limited Edition Reserve,2,400.52,2022-08-27
3867,3519,Grand Reserve Estate,5,488.42,2023-05-17
3868,4850,Brut Metodo Tradizionale Classico,2,391.64,2023-06-14
3869,2515,Limited Edition Cuvée,3,420.54,2023-12-25
3870,1424,Vintage Collection Reserve,4,409.22,2022-07-09
3871,4070,Icon Wine,4,543.72,2022-12-11
3872,2434,Icon Wine Cuvée,4,257.27,2023-01-26
3873,359,Vintage Collection,5,508.35,2023-05-19
3874,3936,Family Estate Estate,1,478.09,2022-07-29
3875,1607,Signature Series Estate,4,440.95,2023-11-18
3876,1618,Cellar Reserve,4,388.11,2023-11-04
3877,2194,Icon Wine Reserve,2,545.65,2023-07-07
3878,2033,Château Selection Reserve,2,413.91,2022-10-26
3879,2260,Master Selection Reserve,3,472.03,2024-01-17
3880,4928,Madonne Estate,1,345.54,2023-07-06
3881,4425,Smith Orchard Vineyard Reserve,2,339.37,2023-10-24
3882,3860,Old Vine Selection,2,286.6,2022-12-08
3883,3534,Prestige Collection Selection,1,398.35,2023-09-21
3884,4509,Signature Series Reserve,5,481.69,2023-04-29
3885,1431,Château Selection,3,496.9,2022-07-10
3886,1434,Barrel Selection Estate,1,387.21,2022-10-18
3887,2008,Reserve Selection Cuvée,1,493.17,2023-02-18
3888,2061,La Croix aux Moines,4,389.83,2023-07-03
3889,3124,Single Vineyard,5,667.71,2023-01-29
3890,3974,Old Vine Reserve,4,330.66,2023-07-13
3891,4473,Estate Reserve,4,310.4,2023-07-03
3892,2164,Premium Blend,5,498.9,2022-09-04
3893,115,Barrel Selection Reserve,4,410.4,2024-04-13
3894,1300,Estate Reserve Reserve,5,426.88,2023-10-01
3895,4135,Limited Edition Reserve,1,421.16,2022-09-09
3896,1799,Artisan Series,3,575.02,2023-04-05
3897,888,Château Selection Cuvée,4,334.5,2023-07-16
3898,3531,Santomè,5,304.46,2022-09-14
3899,576,Château Selection Selection,1,375.75,2024-03-20
3900,990,Premium Blend,3,453.44,2023-02-25
3901,4266,Noble Reserve Selection,1,469.82,2023-12-03
3902,535,Private Reserve,4,615.57,2022-11-12
3903,2967,Single Vineyard,2,578.96,2023-08-05
3904,2212,Noble Reserve Selection,5,380.13,2023-07-16
3905,1181,Château Selection Estate,4,523.59,2024-03-13
3906,1681,Artisan Series Reserve,1,350.27,2023-09-26
3907,889,Altenasso,2,378.3,2023-09-08
3908,1190,Reserve Selection,3,511.99,2023-08-19
3909,2037,Heritage Collection,5,376.39,2023-01-20
3910,3936,Old Vine Selection,5,613.84,2024-03-23
3911,3997,Estate Reserve,1,693.74,2024-01-27
3912,1271,Founders Reserve Estate,4,543.64,2023-03-08
3913,895,Master Selection,1,526.91,2022-12-12
3914,1436,Signature Series Cuvée,1,351.53,2023-10-20
3915,4385,Rutherford Hillside Reserve,5,363.13,2023-07-27
3916,2592,Cellar Reserve,4,512.43,2023-06-15
3917,1677,Château Selection Reserve,1,369.05,2023-03-06
3918,4667,Old Vine Reserve,4,507.33,2023-09-09
3919,3349,Grand Reserve Selection,2,284.92,2023-01-02
3920,2897,Limited Edition Cuvée,3,561.93,2022-09-21
3921,1738,Estate Reserve Reserve,1,393.26,2024-05-22
3922,2788,Founders Reserve Selection,4,467.83,2023-04-06
3923,4987,Premium Blend Selection,4,535.91,2022-07-05
3924,2032,Grand Reserve,3,453.03,2024-02-25
3925,2556,Old Vine Selection,3,460.43,2022-11-08
3926,1682,Barrel Selection Selection,1,351.48,2023-02-13
3927,1852,Château Selection Cuvée,3,453.24,2023-08-15
3928,198,Private Reserve Reserve,2,542.68,2023-11-29
3929,2773,Family Estate Reserve,1,423.87,2022-12-14
3930,2276,Chianti Classico,3,374.05,2023-06-30
3931,247,Reserve Selection Cuvée,5,352.69,2023-06-26
3932,4135,Grand Cru Estate,3,402.99,2024-04-13
3933,4995,Grand Reserve Reserve,2,316.47,2023-01-22
3934,1650,Single Vineyard Selection,4,543.78,2022-11-16
3935,2158,Master Selection Selection,4,710.61,2023-08-27
3936,223,No. 67,4,383.16,2022-08-05
3937,296,Limited Edition Cuvée,1,521.09,2024-02-14
3938,1435,Artisan Series Estate,3,364.84,2024-04-12
3939,223,Rubi,3,433.29,2023-08-13
3940,2292,Unico,4,361.31,2023-04-12
3941,4411,Barrel Selection Reserve,4,477.27,2022-12-05
3942,4369,Grand Reserve Selection,2,553.11,2024-02-23
3943,734,Grand Cru Estate,3,326.19,2022-10-10
3944,4112,Family Estate,4,409.89,2023-07-14
3945,824,Noble Reserve,5,418.54,2022-09-14
3946,1488,Special Cuvée Selection,4,445.3,2022-07-24
3947,2058,Classic Reserve Estate,1,472.0,2023-06-04
3948,1494,DUBL Rosé Brut,2,444.77,2023-10-18
3949,381,Private Reserve Estate,1,446.88,2023-08-24
3950,4755,Grand Cru Reserve,2,454.75,2023-12-20
3951,1685,Grand Reserve,2,436.56,2024-02-01
3952,893,Limited Edition Estate,4,458.14,2023-09-09
3953,307,Premium Blend,4,497.79,2022-07-14
3954,3451,Artisan Series Estate,3,575.69,2022-10-28
3955,2564,Private Reserve Estate,3,674.92,2024-04-21
3956,420,Single Vineyard Cuvée,2,665.1,2022-12-24
3957,1703,Barrel Selection Selection,2,370.07,2024-02-11
3958,2470,Private Reserve Estate,2,347.73,2024-03-08
3959,533,Reserve Selection,5,454.78,2022-08-18
3960,3418,Cellar Reserve Cuvée,4,588.7,2023-12-28
3961,1677,Grand Cru Estate,3,503.45,2023-11-14
3962,3448,Taburnum,4,327.49,2023-04-24
3963,326,Ocean's Ghost,1,330.03,2024-02-01
3964,2376,Private Reserve Cuvée,5,464.02,2024-05-08
3965,2633,Premium Blend Selection,4,586.94,2022-09-25
3966,2514,Ruit Hora,4,333.59,2022-11-09
3967,4699,Limited Edition,4,364.56,2023-01-30
3968,1846,Special Cuvée Reserve,4,565.08,2024-02-02
3969,2707,Single Vineyard Reserve,5,452.41,2023-03-15
3970,4469,Artisan Series Reserve,3,536.61,2023-02-15
3971,3270,Artisan Series Estate,2,378.25,2023-07-14
3972,4046,Heritage Collection Reserve,1,579.57,2023-10-13
3973,3914,Scarlet Ladybird Single Site,2,330.27,2023-10-30
3974,2821,Estate Reserve Cuvée,5,439.94,2023-09-18
3975,2587,Berço do Infante,3,309.82,2022-07-30
3976,1832,Special Cuvée Selection,3,185.32,2022-10-03
3977,4067,Special Cuvée Reserve,1,589.77,2024-02-03
3978,519,The Pugilist,5,479.65,2022-07-21
3979,3486,Special Cuvée Cuvée,3,451.18,2022-07-20
3980,4816,Prestige Collection Reserve,3,464.77,2024-01-02
3981,1784,Special Cuvée Estate,2,526.53,2023-03-20
3982,5,Private Reserve Reserve,1,593.23,2024-05-17
3983,1872,Prestige Collection Selection,5,531.06,2022-10-08
3984,230,Icon Wine Reserve,1,570.89,2023-04-24
3985,4585,Grand Reserve,2,380.27,2023-01-23
3986,2122,Estate Reserve,1,615.88,2022-09-27
3987,4107,Grand Reserve Cuvée,5,467.75,2023-07-07
3988,2656,Sorrettole,2,349.74,2023-06-04
3989,1329,Grand Reserve Cuvée,1,425.73,2023-05-29
3990,3454,Reserve Selection,2,519.73,2022-12-27
3991,2622,Prestige Collection Reserve,4,434.76,2024-05-06
3992,1559,Founders Reserve Estate,1,466.19,2022-08-11
3993,4630,Icon Wine Selection,5,495.89,2023-01-08
3994,3957,Vintage Collection Reserve,5,524.63,2022-09-08
3995,4774,Johanneshöhe,4,343.38,2023-12-22
3996,882,Barrel Selection Selection,3,734.89,2024-01-23
3997,1089,Classic Reserve Estate,5,510.39,2023-07-17
3998,4568,Sentinel Oak Vineyard Pyramid Bloc,2,388.61,2023-03-27
3999,4840,Barrel Selection Cuvée,1,518.51,2024-05-12
4000,1902,Premium Vecchia Modena,5,433.77,2022-07-14
4001,3879,Cellar Reserve Selection,5,597.47,2023-11-09
4002,2565,Reserve Selection Selection,3,457.97,2023-10-08
4003,1185,Premium Blend Reserve,2,457.04,2024-05-25
4004,2351,Cellar Reserve Cuvée,4,532.73,2023-10-03
4005,1713,Classic Reserve Selection,3,403.26,2022-07-07
4006,3290,Barrel Selection Estate,3,620.48,2022-07-18
4007,1858,Single Vineyard Estate,2,466.76,2022-07-01
4008,1000,Noble Reserve Reserve,5,302.17,2024-04-07
4009,3392,Grand Cru Selection,3,532.42,2023-05-12
4010,3573,Single Vineyard Reserve,2,645.08,2023-11-25
4011,4204,Cellar Reserve Estate,1,492.63,2023-07-03
4012,2861,Signature Series Selection,3,688.52,2023-12-29
4013,3503,Cellar Reserve Selection,3,489.72,2022-09-16
4014,2491,Family Estate,2,543.11,2022-07-31
4015,242,Château Selection Cuvée,5,578.64,2022-10-23
4016,3735,Single Vineyard Selection,1,413.75,2024-03-29
4017,831,Grand Reserve Selection,4,469.44,2023-10-21
4018,1611,Classic Reserve Selection,2,353.32,2023-12-26
4019,3737,Mare Nectarus Reserve,2,331.28,2022-09-08
4020,1827,Reserve Selection Cuvée,4,607.61,2023-03-28
4021,4345,Estate Reserve Selection,3,530.52,2022-11-08
4022,2222,Founders Reserve,5,172.21,2023-09-16
4023,4787,Heritage Collection Reserve,2,390.25,2023-01-20
4024,3960,Nord Vineyard,5,331.93,2023-06-09
4025,481,Riserva Il Falcone,3,323.61,2023-09-21
4026,2418,Signature Series Reserve,5,526.6,2023-04-01
4027,377,Noble Reserve Reserve,5,495.22,2022-12-18
4028,4468,Artisan Series Selection,5,317.37,2023-11-19
4029,1299,Limited Edition Cuvée,2,479.35,2024-04-26
4030,2843,Finale,3,418.61,2022-11-18
4031,137,Classic Reserve Selection,4,520.82,2023-08-07
4032,2236,Vintage Collection Cuvée,3,449.3,2022-11-21
4033,3209,Signature Series Estate,1,486.9,2023-03-05
4034,2358,Château Selection Reserve,2,517.36,2022-07-11
4035,572,Cuvée Marine,1,427.92,2024-03-19
4036,3336,Prestige Collection Estate,4,470.13,2023-05-25
4037,3305,Reserve Selection Reserve,4,361.95,2023-01-10
4038,3157,Cellar Reserve Selection,5,412.64,2023-03-24
4039,3525,Single Vineyard Cuvée,4,580.48,2022-07-08
4040,2004,Prestige Collection Reserve,5,533.65,2023-02-20
4041,3784,Old Vine Reserve,2,609.34,2022-07-25
4042,81,Premium Blend Reserve,3,481.36,2022-07-11
4043,140,Family Estate Selection,4,541.09,2023-08-21
4044,211,Premium Blend Reserve,2,462.42,2024-05-12
4045,4491,Master Selection Cuvée,2,575.81,2022-09-04
4046,204,Limited Edition Reserve,2,440.46,2024-03-07
4047,3466,de Uco,4,388.94,2023-03-23
4048,2494,Special Cuvée Reserve,5,483.43,2023-05-26
4049,1577,Artisan Series Reserve,5,491.68,2024-02-21
4050,4280,Barrel Selection Selection,2,592.48,2022-09-04
4051,3885,Master Selection Selection,3,586.97,2023-04-27
4052,2237,Grand Cru Cuvée,2,483.94,2023-01-28
4053,1567,Cuvée Signature Le Porusot Premier Cru,3,363.14,2023-11-13
4054,3782,Vintage Collection Selection,5,477.18,2023-01-23
4055,4601,Special Cuvée,4,558.65,2024-01-09
4056,2133,Artisan Series,4,396.61,2022-09-27
4057,3382,Artisan Series,4,486.42,2022-11-22
4058,4176,Heritage Collection Selection,1,537.01,2023-06-13
4059,3203,Heritage Collection Cuvée,3,480.47,2024-02-27
4060,860,Special Cuvée,1,318.72,2022-08-15
4061,1678,Classic Reserve Cuvée,5,659.27,2022-10-27
4062,659,Grand Cru Cuvée,1,358.95,2022-08-10
4063,4703,Premium Blend Reserve,5,466.25,2022-09-30
4064,1559,Château du Prieuré,5,366.53,2023-01-08
4065,4618,Cellar Reserve,4,329.86,2023-02-26
4066,4891,Single Vineyard Selection,3,519.79,2023-04-07
4067,4839,Barrel Selection Estate,3,607.44,2023-09-19
4068,9,Limited Edition Reserve,1,486.97,2023-01-05
4069,1954,Campo San Vito,1,366.59,2022-11-06
4070,512,Harmony3,2,358.76,2024-02-15
4071,1076,Blanc de Mer,5,409.73,2023-10-01
4072,3224,Old Vine,5,537.75,2023-10-16
4073,982,Barrel Selection,2,517.51,2023-09-16
4074,682,Rincon Point Vineyard,5,330.49,2023-01-29
4075,4713,Artisan Series Estate,1,593.67,2023-04-08
4076,2346,Family Estate Cuvée,5,484.14,2022-11-18
4077,4179,Cabernet Sauvignon-Carmenère,4,416.57,2022-11-13
4078,719,Grand Cru Selection,2,375.77,2023-01-11
4079,2417,Special Cuvée Estate,3,512.78,2023-08-07
4080,2537,Founders Reserve Selection,4,272.64,2024-03-17
4081,383,Private Reserve Selection,3,550.22,2023-06-28
4082,2623,Founders Reserve,5,425.14,2023-04-19
4083,4480,Les Argillières Premier Cru,1,433.64,2023-08-30
4084,2621,Family Estate Estate,3,377.28,2023-11-20
4085,2941,Barrel Selection Estate,4,553.73,2023-01-27
4086,2426,Special Cuvée Estate,1,404.64,2023-01-04
4087,2204,Single Vineyard Estate,4,369.37,2023-09-06
4088,4421,Private Reserve Cuvée,5,625.38,2022-07-24
4089,1691,Château Selection,5,594.62,2022-10-31
4090,4981,Old Vine,5,339.12,2023-06-06
4091,3637,Classic Reserve Estate,1,589.06,2024-04-02
4092,3041,Master Selection Selection,1,463.63,2023-03-12
4093,2817,Single Vineyard Selection,2,426.62,2023-02-18
4094,4325,Old Vine Selection,1,467.92,2022-11-05
4095,1733,Prima Reserva,3,366.54,2023-06-25
4096,2217,Master Selection Selection,5,430.45,2022-11-18
4097,4349,Special Cuvée Estate,4,322.27,2023-03-15
4098,3249,Les Tours,3,378.68,2024-03-30
4099,1742,Afix,1,331.99,2022-09-12
4100,341,Château Selection,5,330.76,2023-07-06
4101,2969,Heritage Collection Cuvée,1,468.0,2023-04-12
4102,4398,Estate Reserve Reserve,1,577.41,2022-08-15
4103,4382,Barrel Selection Selection,3,372.48,2023-03-26
4104,211,Old Vine Estate,3,401.14,2024-04-23
4105,500,Semi Dry - Estate Bottled,5,428.76,2022-09-29
4106,1045,Noble Reserve,1,522.21,2023-01-22
4107,3536,Les Chaponnières Premier Cru,3,408.78,2023-05-30
4108,2626,Signature Series Reserve,1,477.13,2024-04-17
4109,2969,Château Selection Cuvée,4,667.05,2024-03-24
4110,1559,Artisan Series,5,555.73,2023-07-04
4111,3433,Vintage Collection,2,368.76,2023-05-04
4112,224,Heritage Collection Cuvée,2,316.11,2023-06-10
4113,2485,Master Selection Estate,3,299.54,2022-08-23
4114,2810,Special Cuvée,2,462.89,2023-10-23
4115,1648,dolce,2,363.5,2023-07-11
4116,4035,Cuvée Extra Dry,1,351.44,2023-08-04
4117,953,Classic Reserve Selection,3,542.53,2022-07-19
4118,1520,Amarcord d'un Ross Riserva,2,417.93,2024-01-11
4119,4719,Pais,3,388.14,2022-12-21
4120,3217,Château Selection Selection,2,191.27,2022-11-21
4121,3928,Special Cuvée,3,602.09,2023-01-26
4122,4418,Barrel Selection Reserve,4,571.39,2023-06-16
4123,3610,Premium Blend Selection,2,527.08,2024-01-13
4124,3452,Grand Reserve,1,507.15,2023-08-02
4125,1980,Cellar Reserve Cuvée,1,389.4,2024-02-23
4126,98,Heritage Collection Cuvée,5,345.21,2022-11-15
4127,222,Vintage Collection Cuvée,5,430.94,2023-05-31
4128,1455,Grand Cru Estate,5,448.68,2023-10-21
4129,4516,Signature Series,5,714.31,2024-01-11
4130,4525,Special Cuvée Cuvée,3,573.16,2024-02-18
4131,1714,Abadal 3.9 Reserva,3,369.59,2023-10-13
4132,3963,Reserve Selection Selection,2,429.22,2022-07-14
4133,4604,Oblate,2,394.5,2023-03-25
4134,2353,Cellar Reserve,3,535.0,2022-12-08
4135,1775,Estate Reserve Estate,2,431.21,2024-03-31
4136,924,Silverwood Vineyard,4,401.45,2023-08-04
4137,1973,Prestige Collection,1,604.0,2023-11-24
4138,444,Estate Reserve Selection,2,452.21,2023-06-27
4139,2865,Founders Reserve Selection,3,663.35,2023-02-18
4140,2417,Cuvée Vaussière,4,311.04,2023-05-13
4141,1867,Artisan Series Estate,1,607.86,2022-10-02
4142,3083,Amarcord d'un Ross Riserva,2,412.58,2024-02-21
4143,4677,Prestige Collection Cuvée,3,366.39,2024-04-30
4144,149,Master Selection Selection,3,279.69,2023-02-19
4145,3364,Reserve Selection Reserve,3,435.37,2023-03-08
4146,1073,Founders Reserve,3,420.14,2022-08-26
4147,1177,Barrel Selection Estate,1,572.25,2023-11-03
4148,2475,Pickett Road,1,436.07,2023-05-28
4149,238,Limited Edition,5,407.53,2022-07-23
4150,3498,Signature Series,4,647.44,2023-02-20
4151,4258,Prestige Collection Estate,3,413.67,2022-07-10
4152,1143,Estate Reserve,3,469.87,2024-04-20
4153,745,Limited Edition Reserve,2,717.83,2024-04-06
4154,1591,Limited Edition Selection,3,445.1,2024-01-26
4155,1118,Special Cuvée Cuvée,2,568.88,2024-04-17
4156,1436,Vintage Collection,4,383.7,2024-01-31
4157,1166,Special Cuvée,5,581.43,2024-03-20
4158,2417,15th Anniversary Ottimo Red Wine,4,421.24,2022-09-30
4159,1864,Cellar Reserve Reserve,5,442.09,2023-11-03
4160,1572,Classic Reserve Selection,5,342.95,2023-04-04
4161,1429,Limited Edition Selection,4,394.49,2022-07-08
4162,3732,Noble Reserve Estate,2,621.75,2023-04-28
4163,2423,Les Fontenys Premier Cru,1,411.57,2023-09-09
4164,1108,Heritage Collection,1,466.4,2022-11-06
4165,2220,Noble Reserve Estate,4,544.37,2023-01-07
4166,2499,Special Cuvée Selection,2,434.52,2023-10-17
4167,4224,Alder Springs,4,346.22,2022-08-30
4168,1317,Barrel Selection Cuvée,1,650.55,2023-05-07
4169,146,Micho,2,368.58,2022-10-31
4170,169,Vintage Collection Cuvée,2,418.19,2023-10-30
4171,786,Founders Reserve Reserve,4,398.62,2022-12-01
4172,1355,S-bar,2,337.58,2022-09-27
4173,4419,Prestige Collection Reserve,5,572.06,2022-12-04
4174,3684,Single Vineyard,3,335.7,2024-04-11
4175,2379,Classic Reserve Estate,4,450.19,2022-10-08
4176,798,Single Vineyard Estate,4,599.85,2024-05-23
4177,3861,Cuvée Signature Le Porusot Premier Cru,3,336.62,2022-10-31
4178,2746,Old Vine Cuvée,1,470.81,2022-12-01
4179,1407,Reserve Selection Cuvée,3,334.86,2023-08-28
4180,1153,Old Vine Cuvée,4,346.53,2023-07-18
4181,1026,Single Vineyard Estate,4,422.06,2023-06-24
4182,410,Private Reserve Estate,1,373.03,2024-05-13
4183,4229,Artisan Series Selection,3,561.68,2024-04-25
4184,739,Master Selection Selection,2,534.07,2024-03-18
4185,329,Premium Blend Cuvée,3,389.29,2023-11-05
4186,958,Le Buche Olivi Cantine,2,436.9,2022-09-25
4187,2751,Private Reserve Reserve,4,503.94,2023-07-18
4188,3145,Capellanía,3,295.57,2022-11-23
4189,1315,Heritage Collection Selection,1,457.07,2023-11-28
4190,351,Heritage Collection Estate,2,378.33,2023-06-05
4191,828,Single Vineyard Estate,4,664.63,2023-12-21
4192,3106,Noble Reserve Selection,4,432.99,2023-02-11
4193,4113,Classic Reserve Estate,4,329.13,2023-05-26
4194,2090,Cuvée Icône du Château de Mercuès,5,400.74,2023-07-11
4195,4278,Barrel Selection Reserve,1,363.39,2023-12-02
4196,1189,Barrel Selection Reserve,3,533.2,2022-11-05
4197,3334,Grand Reserve,5,314.22,2023-07-12
4198,1511,Classic Reserve,4,397.52,2022-12-19
4199,2233,Grand Cru Reserve,4,266.97,2023-08-11
4200,1091,Áts Cuvée,4,352.52,2022-09-28
4201,3658,Single Vineyard Reserve,4,379.01,2022-08-06
