WineID,WineDesignation,Category,CountryOfOrigin,Region,GrapeVariety,Year,AlcoholPercentage,BottleSize,PriceRange
654,Heritage Collection Estate,White,Israel,Galilee,Chardonnay,2016,11.5,1L,High
655,Special Cuvée Reserve,Sparkling,New Zealand,Central Otago,Riesling,2020,15.4,1L,Premium
656,Single Vineyard,Dessert,Austria,Kremstal,Syrah,2013,14.6,0.75L,High
657,Premium Blend Selection,Red,New Zealand,Hawke's Bay,Merlot,2011,13.2,1L,Medium
658,Cellar Reserve Estate,Red,New Zealand,Waipara,Pinot Noir,2006,13.0,0.75L,Low
659,Logan Sleepy Hollow Vineyard,Dessert,Italy,Sicily,Tempranillo,2000,11.8,1.5L,Low
660,Château Selection Estate,White,Hungary,Villány,Chardonnay,2002,11.6,1.5L,Medium
661,Alpha M,Red,Portugal,Douro,Sauvignon Blanc,2009,15.1,0.75L,Premium
662,Le Corti,White,Romania,Dealu Mare,Syrah,2008,13.6,1.5L,Premium
663,Bianco Breg,Red,France,Champagne,Pinot Noir,2004,12.2,1.5L,Premium
664,Meredith Estate,Sparkling,Germany,Mosel,Sauvignon Blanc,2022,11.2,1.5L,Medium
665,Classic Reserve Selection,Dessert,Croatia,Slavonia,Sauvignon Blanc,2020,13.3,1.5L,Medium
666,Private Reserve Estate,Rosé,Hungary,Eger,Pinot Noir,2007,12.1,1.5L,Low
667,Limited Edition,Rosé,Austria,Kremstal,Malbec,2021,15.2,1L,Low
668,Vintage Collection Estate,Rosé,Bulgaria,Thracian Valley,Fetească Neagră,2005,13.3,1L,Medium
669,Master Selection Estate,White,South Africa,Stellenbosch,Fetească Neagră,2020,15.3,1.5L,High
670,Cs,Sparkling,Argentina,Salta,Merlot,2018,14.4,1.5L,Low
671,Grand Cru Selection,Red,Austria,Burgenland,Tempranillo,2023,12.4,1L,Low
672,Old Vine,White,Austria,Burgenland,Sauvignon Blanc,2010,14.0,1.5L,Low
673,Limited Edition Cuvée,White,Lebanon,Mount Lebanon,Syrah,2009,12.1,1L,Low
674,Perenzo,Dessert,Chile,Maipo Valley,Fetească Neagră,2008,14.3,1.5L,Medium
675,Giusti Ranch Estate,Rosé,France,Bordeaux,Cabernet Sauvignon,2019,14.9,1L,Premium
676,Icon Wine,Dessert,Austria,Kamptal,Chardonnay,2000,11.1,1.5L,Low
677,Founders Reserve Selection,Red,Hungary,Eger,Cabernet Sauvignon,2009,11.8,1L,High
678,Premium Blend Estate,Sparkling,New Zealand,Hawke's Bay,Syrah,2004,14.9,1L,Low
679,Heart of the Hill Vineyard,Rosé,Argentina,Mendoza,Chardonnay,2000,12.4,1L,High
680,Burg,Dessert,Argentina,Mendoza,Malbec,2013,11.6,1L,Low
681,Heritage Collection,Red,Canada,Niagara Peninsula,Chardonnay,2014,14.2,1.5L,Medium
682,Limited Edition Cuvée,Dessert,Greece,Nemea,Merlot,2005,14.8,1.5L,Premium
683,Noble Reserve Selection,Dessert,New Zealand,Hawke's Bay,Merlot,2020,14.1,0.75L,Medium
684,Heritage Collection Cuvée,White,New Zealand,Marlborough,Malbec,2016,12.7,1.5L,High
685,Master Selection Reserve,Dessert,New Zealand,Marlborough,Tempranillo,2020,11.0,1L,High
686,Reserve Selection Selection,White,Greece,Naoussa,Pinot Noir,2014,14.4,1.5L,High
687,Terra de Touros,Sparkling,USA,Oregon,Merlot,2000,14.6,1.5L,Low
688,Private Reserve Estate,Dessert,Croatia,Istria,Chardonnay,2017,13.8,1.5L,Premium
689,Serrig Schloss Saarsteiner Eiswein,Red,USA,Napa Valley,Syrah,2020,14.5,0.75L,Premium
690,Classic Reserve,Red,Canada,Okanagan Valley,Riesling,2016,11.9,0.75L,Medium
691,Barrel Selection,Sparkling,Hungary,Villány,Syrah,2014,14.3,1.5L,Medium
692,R Kabinett,Sparkling,Chile,Maipo Valley,Syrah,2009,12.3,0.75L,Low
693,Passa,Red,Italy,Sicily,Fetească Neagră,2004,15.2,1.5L,Premium
694,Héritages,Dessert,Spain,Ribera del Duero,Merlot,2022,15.3,0.75L,Premium
695,Promised Land,White,Portugal,Alentejo,Chardonnay,2009,12.1,0.75L,High
696,Estate Reserve Cuvée,Rosé,Greece,Santorini,Tempranillo,2010,12.8,1.5L,Medium
697,Cellar Reserve,White,South Africa,Paarl,Riesling,2021,12.1,1L,High
698,Pizzicato,Dessert,Spain,Rioja,Riesling,2015,14.3,1L,Medium
699,Les Morinières,Rosé,USA,Sonoma,Fetească Neagră,2019,11.3,1L,Premium
700,Sauvignon,White,Germany,Mosel,Malbec,2010,11.9,1.5L,Low
701,Old Vine Estate,Rosé,Hungary,Eger,Cabernet Sauvignon,2016,14.5,1.5L,High
702,Vigneto Storico,Dessert,Argentina,Mendoza,Merlot,2020,14.0,1.5L,Medium
703,Stella Maris Red,Sparkling,Argentina,Salta,Fetească Neagră,2011,13.5,1.5L,High
704,Classic Reserve Cuvée,Rosé,South Africa,Constantia,Riesling,2017,14.8,1.5L,Medium
705,Master Selection,Dessert,Bulgaria,Struma Valley,Chardonnay,2003,14.4,1L,High
706,Icon Wine Cuvée,Rosé,New Zealand,Central Otago,Pinot Noir,2011,11.2,1.5L,Low
707,Icon Wine Reserve,Rosé,New Zealand,Waipara,Chardonnay,2007,12.2,1.5L,Medium
708,Reccua,Sparkling,Argentina,Mendoza,Syrah,2023,13.4,0.75L,High
709,Vinsobres,Sparkling,Germany,Rheingau,Fetească Neagră,2019,14.1,0.75L,High
710,Viñedo No. 5 Rosé,Sparkling,USA,Sonoma,Chardonnay,2013,14.4,1.5L,Premium
711,Calcaia,Sparkling,Germany,Mosel,Syrah,2020,13.6,0.75L,Low
712,Limited Edition Selection,Red,Mexico,Queretaro,Malbec,2009,15.2,1.5L,High
713,Special Cuvée,Red,Hungary,Tokaj,Cabernet Sauvignon,2021,14.5,0.75L,Premium
714,Cheval Rouge Reserve,Dessert,Chile,Maipo Valley,Riesling,2002,14.8,1.5L,Low
715,Founders Reserve Estate,Red,South Africa,Constantia,Pinot Noir,2000,14.2,0.75L,Premium
716,Old Vine Selection,Rosé,Greece,Naoussa,Merlot,2018,12.8,1.5L,Low
717,Barrel Selection Selection,White,Israel,Galilee,Merlot,2009,12.7,1L,Premium
718,Limited Edition Selection,Rosé,Greece,Naoussa,Riesling,2021,13.6,0.75L,Medium
719,Barrel Selection Cuvée,Red,New Zealand,Hawke's Bay,Riesling,2020,12.6,0.75L,Premium
720,Samuel's Cuvée,Rosé,USA,Oregon,Pinot Noir,2009,13.5,0.75L,Low
721,Special Cuvée Selection,Red,New Zealand,Waipara,Merlot,2009,13.8,0.75L,High
722,Silver Eagle,Dessert,Germany,Mosel,Syrah,2001,13.2,1.5L,High
723,Grand Cru,White,Croatia,Slavonia,Malbec,2009,15.1,0.75L,Low
724,The Pugilist,Sparkling,USA,Sonoma,Chardonnay,2023,13.0,1.5L,Medium
725,Ayer Kupp Spätlese,Red,Chile,Maipo Valley,Malbec,2008,13.8,0.75L,High
726,Special Cuvée Reserve,White,Greece,Crete,Sauvignon Blanc,2009,12.5,1L,Premium
727,Heritage Collection,Rosé,South Africa,Paarl,Cabernet Sauvignon,2000,14.4,1L,High
728,Freakout White Wine,Sparkling,France,Burgundy,Tempranillo,2011,13.0,0.75L,Medium
729,Cellar Reserve,Sparkling,Brazil,Vale dos Vinhedos,Pinot Noir,2016,11.6,1.5L,Low
730,Cuvée Alexandre,Sparkling,Romania,Dealu Mare,Tempranillo,2000,11.7,1.5L,High
731,Family Estate Estate,Sparkling,Lebanon,Bekaa Valley,Malbec,2005,14.6,1L,Premium
732,Alder Creek Vineyard,Dessert,Portugal,Alentejo,Tempranillo,2012,13.7,1.5L,High
733,Château Selection Selection,Red,Austria,Wachau,Cabernet Sauvignon,2015,12.7,1.5L,Premium
734,Single Vineyard Cuvée,Rosé,Hungary,Szekszárd,Cabernet Sauvignon,2005,13.0,0.75L,Premium
735,Heritage Collection Selection,Sparkling,Austria,Wachau,Chardonnay,2007,13.2,0.75L,Low
736,Icon Wine Cuvée,Dessert,Austria,Burgenland,Riesling,2006,13.3,0.75L,Medium
737,Private Reserve,Red,Austria,Kamptal,Cabernet Sauvignon,2019,14.5,0.75L,Premium
738,Trois Chateaux,White,Italy,Sicily,Malbec,2020,14.9,0.75L,Premium
739,SEPS Reserve,Dessert,France,Bordeaux,Sauvignon Blanc,2014,12.1,0.75L,Premium
740,Family Estate Estate,Sparkling,Greece,Naoussa,Riesling,2003,12.5,1.5L,Premium
741,Monte Rosso Vineyard Toreador,Dessert,Spain,Ribera del Duero,Syrah,2016,11.7,1L,Premium
742,Freestone Hills,Sparkling,USA,Oregon,Syrah,2010,14.3,0.75L,High
743,Ritchie Vineyard Cinder Cone,Sparkling,Argentina,Salta,Tempranillo,2008,12.6,1L,Low
744,Signature Series Selection,Rosé,South Africa,Paarl,Tempranillo,2012,13.2,0.75L,Medium
745,Domaine Long-Depaquit Les Clos Grand Cru,Rosé,Romania,Murfatlar,Chardonnay,2006,11.3,0.75L,Premium
746,Single Vineyard Selection,Red,Hungary,Villány,Syrah,2005,13.9,1.5L,Premium
747,Mercury Rising,Red,Spain,Rioja,Syrah,2013,12.6,1L,Premium
748,Reserve Selection,Sparkling,Austria,Wachau,Tempranillo,2023,14.4,1.5L,Medium
749,Special Cuvée Reserve,Sparkling,South Africa,Constantia,Malbec,2000,12.4,1L,High
750,Falkensteiner Tradition,Dessert,Romania,Dealu Mare,Pinot Noir,2000,14.9,1L,Premium
751,Cuvée Niclaire Reserve,Red,Germany,Mosel,Chardonnay,2015,15.4,1.5L,High
752,Premium Blend,Red,New Zealand,Waipara,Syrah,2001,13.4,1.5L,Low
753,Galaxy,Sparkling,Australia,Hunter Valley,Malbec,2009,15.3,1L,Medium
754,Grand Reserve Reserve,Red,Slovenia,Primorska,Fetească Neagră,2004,11.8,1L,High
755,Cellar Reserve Cuvée,Red,Israel,Negev,Malbec,2020,12.6,1L,Low
756,Grenache-Vermentino,Rosé,Chile,Casablanca Valley,Tempranillo,2022,14.7,1.5L,Low
757,Ca' del Solo Estate Vineyard,Red,Italy,Piedmont,Merlot,2000,12.0,1.5L,High
758,Aquabona,Dessert,France,Champagne,Merlot,2019,11.9,0.75L,Low
759,Grand Cru Estate,Dessert,Austria,Burgenland,Riesling,2001,12.7,1L,High
760,Heritage Collection,Sparkling,South Africa,Constantia,Sauvignon Blanc,2000,14.0,0.75L,Premium
761,Family Estate Cuvée,Rosé,Mexico,Queretaro,Syrah,2010,12.1,1.5L,Medium
762,Artisan Series Reserve,Sparkling,Uruguay,Canelones,Chardonnay,2009,11.6,1L,Low
763,Les Princes Abbés,Sparkling,Australia,Barossa Valley,Syrah,2019,12.5,1.5L,Medium
764,Cellar Reserve Reserve,Rosé,New Zealand,Marlborough,Chardonnay,2006,14.6,1L,Premium
765,Gmörk,White,France,Burgundy,Fetească Neagră,2006,14.5,0.75L,Premium
766,Kugelspiel Trocken,Red,France,Burgundy,Syrah,2005,14.4,1.5L,Low
767,Icon Wine Cuvée,Rosé,Hungary,Eger,Sauvignon Blanc,2003,12.9,1.5L,High
768,Unánime,Sparkling,Spain,Catalonia,Pinot Noir,2004,11.3,1L,Premium
769,Cellar Reserve Cuvée,White,Lebanon,Bekaa Valley,Chardonnay,2014,13.8,1L,High
770,Private Reserve Selection,Rosé,Hungary,Szekszárd,Merlot,2022,14.3,0.75L,High
771,Icon Wine,Rosé,Croatia,Dalmatia,Riesling,2000,12.7,1L,High
772,Classic Reserve Selection,Red,New Zealand,Central Otago,Fetească Neagră,2007,15.2,1L,Premium
773,Master Selection Selection,Dessert,Greece,Crete,Pinot Noir,2018,11.7,1.5L,Low
774,Founders Reserve Reserve,Dessert,South Africa,Stellenbosch,Pinot Noir,2010,12.9,1.5L,Low
775,Lot 143,Sparkling,France,Provence,Malbec,2020,15.3,0.75L,Low
776,Aguilera,Sparkling,France,Provence,Sauvignon Blanc,2017,14.6,1L,High
777,Noble Reserve Cuvée,Sparkling,South Africa,Constantia,Malbec,2000,13.4,1L,High
778,Santa Digna Reserve Rosé,Red,France,Burgundy,Pinot Noir,2012,14.1,1L,Premium
779,Heritage Collection Estate,Rosé,Hungary,Villány,Sauvignon Blanc,2004,13.4,1L,Premium
780,Old Vine Reserve,Dessert,Hungary,Villány,Tempranillo,2006,14.6,0.75L,High
781,Château Selection Estate,Sparkling,Hungary,Tokaj,Malbec,2000,12.5,0.75L,Medium
782,Signature Series Cuvée,White,Brazil,Campanha,Chardonnay,2002,13.9,1.5L,Medium
783,Bin 27 Finest Reserve,White,Portugal,Douro,Tempranillo,2015,11.5,0.75L,High
784,Prestige Collection Selection,White,Turkey,Thrace,Chardonnay,2013,11.2,1L,Premium
785,Honivogl Smaragd,Dessert,USA,Napa Valley,Tempranillo,2006,11.7,1L,Low
786,Bockgärten II,Rosé,Chile,Casablanca Valley,Merlot,2005,12.2,0.75L,Low
787,Château Selection Selection,Sparkling,Greece,Crete,Cabernet Sauvignon,2008,14.8,1L,High
788,Artisan Series Estate,Red,Hungary,Tokaj,Riesling,2020,13.3,1.5L,High
789,Clemens Reserva,White,Italy,Tuscany,Riesling,2008,12.5,0.75L,Premium
790,Private Reserve Reserve,Dessert,Austria,Wachau,Tempranillo,2018,12.3,1.5L,Low
791,Ungerberg Plus,Rosé,Italy,Piedmont,Tempranillo,2005,11.9,1L,Medium
792,Estate Reserve Estate,Red,New Zealand,Marlborough,Riesling,2006,14.9,1.5L,Medium
793,Classic Reserve Reserve,Sparkling,Slovenia,Posavje,Malbec,2010,14.9,1L,High
794,Master Selection Selection,Sparkling,Croatia,Dalmatia,Merlot,2008,14.4,1L,Low
795,Solomon Hills Vineyard,Dessert,Argentina,Mendoza,Fetească Neagră,2017,13.4,1L,Premium
796,Saunders Vineyard Estate Grown,Rosé,Spain,Catalonia,Cabernet Sauvignon,2019,12.8,1.5L,Medium
797,Cuvée Signature Le Porusot Premier Cru,Red,Romania,Dealu Mare,Tempranillo,2013,14.0,0.75L,Medium
798,Artisan Series,White,South Africa,Stellenbosch,Chardonnay,2005,13.6,1L,Medium
799,Mongravey,Dessert,Argentina,Mendoza,Merlot,2001,14.5,1.5L,Medium
800,Family Estate Cuvée,White,New Zealand,Waipara,Merlot,2005,11.0,0.75L,Medium
801,Signature Series Selection,Rosé,Lebanon,Mount Lebanon,Syrah,2021,12.6,1.5L,Medium
802,Reserve Selection Reserve,White,Greece,Crete,Fetească Neagră,2001,13.0,1L,Medium
803,Late Harvest Violetta,Rosé,Spain,Catalonia,Merlot,2016,12.6,1L,High
804,Grand Reserve Cuvée,Red,South Africa,Stellenbosch,Chardonnay,2005,14.6,1.5L,High
805,Old Vine Estate,Dessert,Uruguay,Canelones,Cabernet Sauvignon,2002,14.5,0.75L,Premium
806,Single Vineyard,Sparkling,New Zealand,Waipara,Tempranillo,2010,14.4,1L,Low
807,Noble Reserve Cuvée,Dessert,Austria,Burgenland,Pinot Noir,2002,12.2,1L,Premium
808,Single Vineyard Estate,Rosé,Croatia,Dalmatia,Pinot Noir,2014,15.2,1.5L,Medium
809,Special Cuvée Estate,Sparkling,New Zealand,Waipara,Riesling,2001,12.8,1.5L,High
810,Limited Edition Selection,Red,Israel,Judean Hills,Sauvignon Blanc,2017,12.5,1.5L,Low
811,Goutte d'Or Premier Cru,Dessert,Chile,Casablanca Valley,Chardonnay,2005,14.1,0.75L,Low
812,Founders Reserve Selection,Sparkling,Austria,Burgenland,Riesling,2010,14.6,1.5L,Medium
813,Cellar Reserve Selection,White,New Zealand,Hawke's Bay,Fetească Neagră,2019,13.6,1.5L,High
814,Castiglione,Red,Argentina,Mendoza,Pinot Noir,2014,12.2,0.75L,Medium
815,Artisan Series,Rosé,Israel,Negev,Malbec,2013,11.5,1.5L,Medium
816,Floreado,Red,Germany,Rheingau,Chardonnay,2022,15.2,1.5L,High
817,Herrenberg Auslese #49,Sparkling,Romania,Cotnari,Riesling,2001,14.7,1.5L,Premium
818,Family Estate,Rosé,Bulgaria,Danube Plain,Cabernet Sauvignon,2015,14.3,1L,Medium
819,Sono 500ml,Dessert,Spain,Ribera del Duero,Merlot,2016,12.8,0.75L,High
820,Rangen de Thann Grand Cru Clos Saint-Théobald ,Rosé,Argentina,Salta,Merlot,2003,15.0,1.5L,High
821,Angel Camp Vineyard,Red,Italy,Piedmont,Riesling,2001,13.7,1L,High
822,Hiller Simone I Wine & Queen,Red,Chile,Maipo Valley,Sauvignon Blanc,2000,14.8,0.75L,Premium
823,Châtenay,Red,France,Bordeaux,Fetească Neagră,2007,11.3,1.5L,Medium
824,Estate Reserve Cuvée,Red,South Africa,Stellenbosch,Sauvignon Blanc,2013,14.1,0.75L,Medium
825,Les Petits Monts Premier Cru,Red,Australia,Hunter Valley,Chardonnay,2022,12.8,1.5L,Medium
826,Gold Brut Nature,Rosé,Portugal,Alentejo,Tempranillo,2020,12.4,0.75L,Low
827,Sémillon/Sauvignon/Muscadelle,White,Germany,Mosel,Malbec,2022,14.8,1.5L,Medium
828,VT '07,Dessert,Australia,Barossa Valley,Cabernet Sauvignon,2005,12.6,0.75L,Low
829,Reserve Selection Reserve,Red,Lebanon,Mount Lebanon,Pinot Noir,2012,14.3,1L,Low
830,Camartina,Sparkling,Portugal,Douro,Pinot Noir,2011,11.2,1.5L,High
831,Barrel Selection Selection,Dessert,Hungary,Villány,Sauvignon Blanc,2001,14.6,0.75L,Low
832,Prestige Collection,Rosé,New Zealand,Waipara,Syrah,2018,11.3,0.75L,Low
833,Arthur,Sparkling,Romania,Murfatlar,Tempranillo,2009,13.4,0.75L,Medium
834,Heritage Collection Selection,Red,South Africa,Stellenbosch,Chardonnay,2022,12.3,1.5L,Medium
835,Fraschin,Sparkling,Italy,Veneto,Pinot Noir,2019,13.0,0.75L,Premium
836,Family Estate Cuvée,Dessert,South Africa,Constantia,Sauvignon Blanc,2018,12.2,1L,High
837,Venus,Sparkling,Argentina,Mendoza,Fetească Neagră,2012,12.4,1L,High
838,Artisan Series Reserve,Rosé,South Africa,Constantia,Riesling,2001,14.1,1.5L,Medium
839,Single Vineyard Cuvée,Rosé,Hungary,Tokaj,Pinot Noir,2008,13.8,0.75L,High
840,Narin,White,Romania,Murfatlar,Cabernet Sauvignon,2021,11.6,0.75L,Medium
841,Cellar Reserve Cuvée,Rosé,Greece,Naoussa,Malbec,2014,11.3,1L,Premium
842,Family Estate Reserve,Rosé,South Africa,Stellenbosch,Malbec,2012,15.5,1.5L,Low
843,Grenache-Syrah-Mourvèdre,Red,Spain,Ribera del Duero,Fetească Neagră,2021,14.7,1.5L,Premium
844,Bad Boy,Sparkling,Australia,Barossa Valley,Riesling,2012,13.8,1L,High
845,Falcoaria Reserva,Sparkling,Romania,Murfatlar,Cabernet Sauvignon,2017,13.2,1L,Low
846,Estate Reserve,Red,South Africa,Constantia,Fetească Neagră,2003,13.2,0.75L,Medium
847,Prestige Collection Estate,Dessert,South Africa,Paarl,Cabernet Sauvignon,2000,11.9,1L,Premium
848,Barrel Selection Selection,White,Hungary,Szekszárd,Sauvignon Blanc,2007,12.1,1.5L,Premium
849,Classic Reserve Selection,Sparkling,South Africa,Constantia,Merlot,2010,12.6,1L,High
850,Cellar Reserve Cuvée,Dessert,Hungary,Villány,Chardonnay,2010,13.8,1L,Medium
851,Lindaflor Petite Fleur,Rosé,Chile,Maipo Valley,Chardonnay,2014,11.1,0.75L,High
852,Prestige Collection Reserve,Sparkling,South Africa,Swartland,Tempranillo,2018,13.2,1.5L,High
853,Artisan Series,Dessert,Israel,Negev,Sauvignon Blanc,2020,11.7,1.5L,Medium
854,Cellar Reserve Selection,Red,New Zealand,Hawke's Bay,Riesling,2012,13.8,1L,Premium
855,Brut Millesimato Motus Vitae,Red,Romania,Dealu Mare,Cabernet Sauvignon,2001,15.2,0.75L,Low
856,Vintage Collection Selection,Sparkling,Slovenia,Podravje,Merlot,2019,12.5,1L,Premium
857,Vintage Collection Estate,Dessert,New Zealand,Marlborough,Pinot Noir,2003,12.3,1.5L,High
858,Cuvée Jean-Gabriel,White,Argentina,Mendoza,Malbec,2015,12.0,1.5L,Medium
859,Old Vine Estate,Sparkling,South Africa,Swartland,Syrah,2023,12.3,1.5L,Medium
860,Expresion,Sparkling,Portugal,Douro,Riesling,2018,11.5,1.5L,Low
861,Master Selection Reserve,Red,New Zealand,Central Otago,Pinot Noir,2017,15.4,0.75L,Low
862,Classic Reserve,Sparkling,Bulgaria,Danube Plain,Syrah,2012,14.1,0.75L,High
863,Hewitt Vineyard,Sparkling,Portugal,Alentejo,Pinot Noir,2004,15.0,1L,Low
864,Reserve Selection,Dessert,Lebanon,Mount Lebanon,Pinot Noir,2020,14.7,1L,Premium
865,Edles Tal,Rosé,Argentina,Salta,Tempranillo,2006,15.1,0.75L,Premium
866,L'Hospitalitas - La Clape,White,Italy,Piedmont,Chardonnay,2005,12.0,1L,High
867,Cellar Reserve Selection,Sparkling,New Zealand,Waipara,Merlot,2004,11.7,0.75L,Low
868,Cellar Reserve,Rosé,Canada,British Columbia,Riesling,2011,14.5,1L,Low
869,Vintage Collection Estate,Sparkling,Hungary,Szekszárd,Sauvignon Blanc,2023,12.3,0.75L,High
870,Bassanella,Dessert,Spain,Ribera del Duero,Syrah,2018,12.1,0.75L,Low
871,Antero,White,Chile,Casablanca Valley,Sauvignon Blanc,2016,15.1,1.5L,Low
872,Prestige Collection Selection,Sparkling,South Africa,Swartland,Tempranillo,2018,11.1,0.75L,Medium
873,Premium Blend,Red,South Africa,Paarl,Sauvignon Blanc,2022,15.4,1.5L,High
874,Gran Zinio Brut,Red,Argentina,Mendoza,Cabernet Sauvignon,2023,11.3,1.5L,Medium
875,Family Estate,Red,Hungary,Villány,Pinot Noir,2015,11.0,1L,Low
876,Quinta da Pellada Branco,Sparkling,Chile,Casablanca Valley,Sauvignon Blanc,2021,13.2,1L,Low
877,Icon Wine Estate,Red,Hungary,Villány,Cabernet Sauvignon,2006,12.2,0.75L,Premium
878,Special Cuvée Selection,Red,Israel,Judean Hills,Malbec,2002,13.8,0.75L,Medium
879,Family Estate Selection,Dessert,Austria,Wachau,Syrah,2013,11.7,1.5L,Low
880,Icon Wine,Sparkling,South Africa,Swartland,Fetească Neagră,2022,11.2,1L,Premium
881,Dutton Ranch Kylie's Cuvée,Rosé,Argentina,Salta,Chardonnay,2011,14.5,0.75L,Medium
882,Heritage Collection,Red,Israel,Judean Hills,Riesling,2012,11.6,1.5L,Medium
883,Artisan Series,Dessert,South Africa,Stellenbosch,Malbec,2022,11.1,1.5L,High
884,Signature Series,Rosé,New Zealand,Waipara,Pinot Noir,2007,11.4,0.75L,Low
885,Tinta Roriz-Cabernet Sauvignon,Rosé,France,Provence,Riesling,2017,14.4,0.75L,Medium
886,Special Cuvée,Red,South Africa,Stellenbosch,Chardonnay,2008,14.8,1L,High
887,Tudor Hills Vineyard,Rosé,Germany,Mosel,Fetească Neagră,2013,13.0,0.75L,Medium
888,Signature Series,White,Israel,Negev,Merlot,2004,12.6,1.5L,Medium
889,Classic Reserve Selection,Red,Lebanon,Bekaa Valley,Malbec,2013,14.6,0.75L,High
890,Icon Wine Estate,Rosé,New Zealand,Waipara,Pinot Noir,2012,11.7,1.5L,Premium
891,Reserve Selection Cuvée,Dessert,South Africa,Stellenbosch,Sauvignon Blanc,2013,13.5,1L,High
892,Selection,Rosé,Spain,Catalonia,Sauvignon Blanc,2006,13.9,1.5L,Premium
893,Lot 348 Field Blend,White,Portugal,Alentejo,Pinot Noir,2002,11.5,0.75L,Medium
894,Vom Donaulöss,Dessert,Argentina,Mendoza,Sauvignon Blanc,2016,13.3,0.75L,Premium
895,Family Estate Selection,Dessert,Brazil,Campanha,Riesling,2016,14.0,0.75L,High
896,La Chaudouillonne Grande Cuvée,White,Germany,Mosel,Chardonnay,2003,14.4,1L,Medium
897,Founders Reserve Reserve,Sparkling,Uruguay,Canelones,Sauvignon Blanc,2019,14.9,0.75L,Medium
898,Master Selection Reserve,Sparkling,Hungary,Szekszárd,Tempranillo,2003,13.7,1L,Premium
899,Old Vine Reserve,White,Greece,Santorini,Tempranillo,2006,13.1,1L,High
900,Prestige Collection Selection,Dessert,South Africa,Paarl,Sauvignon Blanc,2000,11.1,0.75L,Premium
901,Therra,Dessert,Romania,Murfatlar,Riesling,2016,14.3,1.5L,High
902,Signature Series,Sparkling,South Africa,Stellenbosch,Tempranillo,2012,13.9,1.5L,Low
903,Family Estate,Dessert,Uruguay,Colonia,Pinot Noir,2018,15.3,0.75L,High
904,Château Selection,Red,Canada,Niagara Peninsula,Pinot Noir,2002,13.0,1L,Premium
905,Boa Memória,White,Romania,Dealu Mare,Tempranillo,2009,12.6,1.5L,High
906,Seleccionada,White,Italy,Veneto,Cabernet Sauvignon,2012,14.3,1.5L,High
907,Les Trois Chênes,Rosé,Portugal,Alentejo,Chardonnay,2007,14.3,1.5L,Medium
908,Premium Blend Estate,Sparkling,Uruguay,Montevideo,Tempranillo,2011,15.3,0.75L,Medium
909,Corte di Giso,Red,USA,Sonoma,Pinot Noir,2018,15.4,1L,Low
910,Château Selection Estate,Sparkling,Hungary,Eger,Sauvignon Blanc,2006,15.2,1L,Low
911,Notre Passion Signargues,Rosé,Argentina,Salta,Fetească Neagră,2014,11.8,0.75L,Premium
912,Estate Reserve,Red,Greece,Naoussa,Sauvignon Blanc,2013,13.8,1L,Low
913,Barrel Selection Estate,Red,Austria,Burgenland,Riesling,2005,14.9,1L,Low
914,Touriga Nacional,Red,Argentina,Mendoza,Merlot,2013,13.2,1L,High
915,Artisan Series Cuvée,White,South Africa,Paarl,Sauvignon Blanc,2016,11.4,1.5L,Premium
916,Single Vineyard,Dessert,Mexico,Valle de Guadalupe,Syrah,2012,15.5,1L,Premium
917,Classic Reserve Selection,Sparkling,Hungary,Villány,Riesling,2001,14.0,0.75L,Premium
918,Estate Reserve Reserve,Dessert,Hungary,Szekszárd,Merlot,2022,11.1,1.5L,Low
919,Grand Reserve Estate,Dessert,Austria,Burgenland,Fetească Neagră,2019,14.3,0.75L,High
920,Prestige Collection Reserve,Sparkling,New Zealand,Central Otago,Sauvignon Blanc,2007,15.2,1L,High
921,Ro-Sae,Dessert,Australia,Hunter Valley,Malbec,2018,12.2,0.75L,High
922,Altavilla della Corte,Dessert,Argentina,Mendoza,Malbec,2010,13.6,1L,Low
923,Icon Wine,Rosé,Lebanon,Bekaa Valley,Fetească Neagră,2018,14.0,1.5L,Low
924,Special Cuvée Reserve,Rosé,New Zealand,Waipara,Merlot,2003,13.0,1.5L,Medium
925,Prestige Collection,White,Israel,Judean Hills,Syrah,2005,11.2,0.75L,Premium
926,Château Selection Cuvée,Dessert,Uruguay,Colonia,Pinot Noir,2008,14.3,1.5L,High
927,Cellar Reserve Selection,Dessert,Greece,Crete,Merlot,2017,11.6,1L,High
928,Cambium,Dessert,Portugal,Alentejo,Cabernet Sauvignon,2001,15.0,0.75L,Medium
929,Classic Reserve,Sparkling,New Zealand,Central Otago,Tempranillo,2000,13.8,0.75L,Premium
930,Lily's Cuvée,Red,France,Burgundy,Malbec,2022,12.4,1.5L,Premium
931,Crimson,Sparkling,Portugal,Alentejo,Syrah,2004,12.3,0.75L,Premium
932,Laetitia Vineyard Clone 777,White,Australia,Hunter Valley,Merlot,2007,14.2,0.75L,Premium
933,Grand Cru Reserve,White,Hungary,Eger,Tempranillo,2023,14.6,1.5L,Premium
934,Estate Reserve Estate,Dessert,South Africa,Swartland,Malbec,2017,15.3,1.5L,Low
935,Grand Reserve Reserve,Dessert,New Zealand,Hawke's Bay,Syrah,2008,15.4,1.5L,Low
936,Icon Wine Cuvée,Sparkling,South Africa,Constantia,Malbec,2012,13.9,1L,Low
937,Signature Series Cuvée,Dessert,New Zealand,Marlborough,Pinot Noir,2013,14.0,1L,Medium
